%Arquivo de dados
%tempo[s],Valor[A]
0.015657,-3.715104
0.015658,-3.711604
0.015659,-3.708103
0.015660,-3.704602
0.015661,-3.701100
0.015662,-3.697597
0.015663,-3.694094
0.015664,-3.690591
0.015665,-3.687087
0.015666,-3.683582
0.015667,-3.680077
0.015668,-3.676571
0.015669,-3.673065
0.015670,-3.669559
0.015671,-3.666052
0.015672,-3.662544
0.015673,-3.659036
0.015674,-3.655527
0.015675,-3.652018
0.015676,-3.648508
0.015677,-3.644998
0.015678,-3.641487
0.015679,-3.637975
0.015680,-3.634464
0.015681,-3.630951
0.015682,-3.627438
0.015683,-3.623925
0.015684,-3.620411
0.015685,-3.616897
0.015686,-3.613382
0.015687,-3.609866
0.015688,-3.606350
0.015689,-3.602834
0.015690,-3.599317
0.015691,-3.595799
0.015692,-3.592281
0.015693,-3.588763
0.015694,-3.585244
0.015695,-3.581724
0.015696,-3.578204
0.015697,-3.574684
0.015698,-3.571162
0.015699,-3.567641
0.015700,-3.564119
0.015701,-3.560596
0.015702,-3.557073
0.015703,-3.553549
0.015704,-3.550025
0.015705,-3.546501
0.015706,-3.542976
0.015707,-3.539450
0.015708,-3.535924
0.015709,-3.532397
0.015710,-3.528870
0.015711,-3.525343
0.015712,-3.521814
0.015713,-3.518286
0.015714,-3.514757
0.015715,-3.511227
0.015716,-3.507697
0.015717,-3.504166
0.015718,-3.500635
0.015719,-3.497104
0.015720,-3.493571
0.015721,-3.490039
0.015722,-3.486506
0.015723,-3.482972
0.015724,-3.479438
0.015725,-3.475903
0.015726,-3.472368
0.015727,-3.468833
0.015728,-3.465297
0.015729,-3.461760
0.015730,-3.458223
0.015731,-3.454685
0.015732,-3.451147
0.015733,-3.447609
0.015734,-3.444070
0.015735,-3.440530
0.015736,-3.436990
0.015737,-3.433450
0.015738,-3.429909
0.015739,-3.426367
0.015740,-3.422825
0.015741,-3.419283
0.015742,-3.415740
0.015743,-3.412197
0.015744,-3.408653
0.015745,-3.405108
0.015746,-3.401563
0.015747,-3.398018
0.015748,-3.394472
0.015749,-3.390926
0.015750,-3.387379
0.015751,-3.383832
0.015752,-3.380284
0.015753,-3.376736
0.015754,-3.373187
0.015755,-3.369638
0.015756,-3.366088
0.015757,-3.362538
0.015758,-3.358988
0.015759,-3.355436
0.015760,-3.351885
0.015761,-3.348333
0.015762,-3.344780
0.015763,-3.341227
0.015764,-3.337674
0.015765,-3.334120
0.015766,-3.330565
0.015767,-3.327010
0.015768,-3.323455
0.015769,-3.319899
0.015770,-3.316343
0.015771,-3.312786
0.015772,-3.309229
0.015773,-3.305671
0.015774,-3.302113
0.015775,-3.298554
0.015776,-3.294995
0.015777,-3.291435
0.015778,-3.287875
0.015779,-3.284315
0.015780,-3.280754
0.015781,-3.277192
0.015782,-3.273630
0.015783,-3.270068
0.015784,-3.266505
0.015785,-3.262942
0.015786,-3.259378
0.015787,-3.255814
0.015788,-3.252249
0.015789,-3.248684
0.015790,-3.245118
0.015791,-3.241552
0.015792,-3.237985
0.015793,-3.234418
0.015794,-3.230851
0.015795,-3.227283
0.015796,-3.223714
0.015797,-3.220145
0.015798,-3.216576
0.015799,-3.213006
0.015800,-3.209436
0.015801,-3.205865
0.015802,-3.202294
0.015803,-3.198723
0.015804,-3.195151
0.015805,-3.191578
0.015806,-3.188005
0.015807,-3.184432
0.015808,-3.180858
0.015809,-3.177283
0.015810,-3.173709
0.015811,-3.170133
0.015812,-3.166558
0.015813,-3.162982
0.015814,-3.159405
0.015815,-3.155828
0.015816,-3.152250
0.015817,-3.148673
0.015818,-3.145094
0.015819,-3.141515
0.015820,-3.137936
0.015821,-3.134356
0.015822,-3.130776
0.015823,-3.127196
0.015824,-3.123614
0.015825,-3.120033
0.015826,-3.116451
0.015827,-3.112869
0.015828,-3.109286
0.015829,-3.105703
0.015830,-3.102119
0.015831,-3.098535
0.015832,-3.094950
0.015833,-3.091365
0.015834,-3.087780
0.015835,-3.084194
0.015836,-3.080607
0.015837,-3.077021
0.015838,-3.073433
0.015839,-3.069846
0.015840,-3.066258
0.015841,-3.062669
0.015842,-3.059080
0.015843,-3.055491
0.015844,-3.051901
0.015845,-3.048311
0.015846,-3.044720
0.015847,-3.041129
0.015848,-3.037537
0.015849,-3.033945
0.015850,-3.030353
0.015851,-3.026760
0.015852,-3.023167
0.015853,-3.019573
0.015854,-3.015979
0.015855,-3.012384
0.015856,-3.008789
0.015857,-3.005194
0.015858,-3.001598
0.015859,-2.998001
0.015860,-2.994405
0.015861,-2.990808
0.015862,-2.987210
0.015863,-2.983612
0.015864,-2.980014
0.015865,-2.976415
0.015866,-2.972816
0.015867,-2.969216
0.015868,-2.965616
0.015869,-2.962015
0.015870,-2.958414
0.015871,-2.954813
0.015872,-2.951211
0.015873,-2.947609
0.015874,-2.944006
0.015875,-2.940403
0.015876,-2.936800
0.015877,-2.933196
0.015878,-2.929592
0.015879,-2.925987
0.015880,-2.922382
0.015881,-2.918776
0.015882,-2.915170
0.015883,-2.911564
0.015884,-2.907957
0.015885,-2.904350
0.015886,-2.900742
0.015887,-2.897134
0.015888,-2.893526
0.015889,-2.889917
0.015890,-2.886308
0.015891,-2.882698
0.015892,-2.879088
0.015893,-2.875477
0.015894,-2.871867
0.015895,-2.868255
0.015896,-2.864644
0.015897,-2.861031
0.015898,-2.857419
0.015899,-2.853806
0.015900,-2.850193
0.015901,-2.846579
0.015902,-2.842965
0.015903,-2.839350
0.015904,-2.835735
0.015905,-2.832120
0.015906,-2.828504
0.015907,-2.824888
0.015908,-2.821271
0.015909,-2.817654
0.015910,-2.814037
0.015911,-2.810419
0.015912,-2.806801
0.015913,-2.803183
0.015914,-2.799564
0.015915,-2.795944
0.015916,-2.792324
0.015917,-2.788704
0.015918,-2.785084
0.015919,-2.781463
0.015920,-2.777841
0.015921,-2.774220
0.015922,-2.770598
0.015923,-2.766975
0.015924,-2.763352
0.015925,-2.759729
0.015926,-2.756105
0.015927,-2.752481
0.015928,-2.748857
0.015929,-2.745232
0.015930,-2.741606
0.015931,-2.737981
0.015932,-2.734355
0.015933,-2.730728
0.015934,-2.727101
0.015935,-2.723474
0.015936,-2.719847
0.015937,-2.716219
0.015938,-2.712590
0.015939,-2.708962
0.015940,-2.705332
0.015941,-2.701703
0.015942,-2.698073
0.015943,-2.694443
0.015944,-2.690812
0.015945,-2.687181
0.015946,-2.683549
0.015947,-2.679918
0.015948,-2.676285
0.015949,-2.672653
0.015950,-2.669020
0.015951,-2.665387
0.015952,-2.661753
0.015953,-2.658119
0.015954,-2.654484
0.015955,-2.650849
0.015956,-2.647214
0.015957,-2.643579
0.015958,-2.639943
0.015959,-2.636306
0.015960,-2.632669
0.015961,-2.629032
0.015962,-2.625395
0.015963,-2.621757
0.015964,-2.618119
0.015965,-2.614480
0.015966,-2.610841
0.015967,-2.607202
0.015968,-2.603562
0.015969,-2.599922
0.015970,-2.596282
0.015971,-2.592641
0.015972,-2.589000
0.015973,-2.585358
0.015974,-2.581716
0.015975,-2.578074
0.015976,-2.574431
0.015977,-2.570788
0.015978,-2.567145
0.015979,-2.563501
0.015980,-2.559857
0.015981,-2.556212
0.015982,-2.552568
0.015983,-2.548922
0.015984,-2.545277
0.015985,-2.541631
0.015986,-2.537985
0.015987,-2.534338
0.015988,-2.530691
0.015989,-2.527044
0.015990,-2.523396
0.015991,-2.519748
0.015992,-2.516099
0.015993,-2.512450
0.015994,-2.508801
0.015995,-2.505152
0.015996,-2.501502
0.015997,-2.497852
0.015998,-2.494201
0.015999,-2.490550
0.016000,-2.486899
0.016001,-2.483247
0.016002,-2.479595
0.016003,-2.475943
0.016004,-2.472290
0.016005,-2.468637
0.016006,-2.464984
0.016007,-2.461330
0.016008,-2.457676
0.016009,-2.454021
0.016010,-2.450367
0.016011,-2.446711
0.016012,-2.443056
0.016013,-2.439400
0.016014,-2.435744
0.016015,-2.432087
0.016016,-2.428430
0.016017,-2.424773
0.016018,-2.421116
0.016019,-2.417458
0.016020,-2.413799
0.016021,-2.410141
0.016022,-2.406482
0.016023,-2.402823
0.016024,-2.399163
0.016025,-2.395503
0.016026,-2.391843
0.016027,-2.388182
0.016028,-2.384521
0.016029,-2.380860
0.016030,-2.377198
0.016031,-2.373536
0.016032,-2.369874
0.016033,-2.366211
0.016034,-2.362548
0.016035,-2.358885
0.016036,-2.355221
0.016037,-2.351557
0.016038,-2.347892
0.016039,-2.344228
0.016040,-2.340563
0.016041,-2.336897
0.016042,-2.333232
0.016043,-2.329566
0.016044,-2.325899
0.016045,-2.322233
0.016046,-2.318566
0.016047,-2.314898
0.016048,-2.311231
0.016049,-2.307563
0.016050,-2.303894
0.016051,-2.300226
0.016052,-2.296557
0.016053,-2.292887
0.016054,-2.289218
0.016055,-2.285548
0.016056,-2.281877
0.016057,-2.278207
0.016058,-2.274536
0.016059,-2.270865
0.016060,-2.267193
0.016061,-2.263521
0.016062,-2.259849
0.016063,-2.256176
0.016064,-2.252503
0.016065,-2.248830
0.016066,-2.245157
0.016067,-2.241483
0.016068,-2.237809
0.016069,-2.234134
0.016070,-2.230460
0.016071,-2.226784
0.016072,-2.223109
0.016073,-2.219433
0.016074,-2.215757
0.016075,-2.212081
0.016076,-2.208404
0.016077,-2.204727
0.016078,-2.201050
0.016079,-2.197372
0.016080,-2.193694
0.016081,-2.190016
0.016082,-2.186338
0.016083,-2.182659
0.016084,-2.178980
0.016085,-2.175300
0.016086,-2.171620
0.016087,-2.167940
0.016088,-2.164260
0.016089,-2.160579
0.016090,-2.156898
0.016091,-2.153217
0.016092,-2.149535
0.016093,-2.145853
0.016094,-2.142171
0.016095,-2.138488
0.016096,-2.134806
0.016097,-2.131122
0.016098,-2.127439
0.016099,-2.123755
0.016100,-2.120071
0.016101,-2.116387
0.016102,-2.112702
0.016103,-2.109017
0.016104,-2.105332
0.016105,-2.101646
0.016106,-2.097960
0.016107,-2.094274
0.016108,-2.090588
0.016109,-2.086901
0.016110,-2.083214
0.016111,-2.079527
0.016112,-2.075839
0.016113,-2.072151
0.016114,-2.068463
0.016115,-2.064774
0.016116,-2.061085
0.016117,-2.057396
0.016118,-2.053707
0.016119,-2.050017
0.016120,-2.046327
0.016121,-2.042637
0.016122,-2.038946
0.016123,-2.035256
0.016124,-2.031564
0.016125,-2.027873
0.016126,-2.024181
0.016127,-2.020489
0.016128,-2.016797
0.016129,-2.013104
0.016130,-2.009411
0.016131,-2.005718
0.016132,-2.002025
0.016133,-1.998331
0.016134,-1.994637
0.016135,-1.990943
0.016136,-1.987248
0.016137,-1.983553
0.016138,-1.979858
0.016139,-1.976163
0.016140,-1.972467
0.016141,-1.968771
0.016142,-1.965075
0.016143,-1.961378
0.016144,-1.957681
0.016145,-1.953984
0.016146,-1.950287
0.016147,-1.946589
0.016148,-1.942891
0.016149,-1.939193
0.016150,-1.935495
0.016151,-1.931796
0.016152,-1.928097
0.016153,-1.924398
0.016154,-1.920698
0.016155,-1.916998
0.016156,-1.913298
0.016157,-1.909598
0.016158,-1.905897
0.016159,-1.902196
0.016160,-1.898495
0.016161,-1.894793
0.016162,-1.891092
0.016163,-1.887390
0.016164,-1.883687
0.016165,-1.879985
0.016166,-1.876282
0.016167,-1.872579
0.016168,-1.868875
0.016169,-1.865172
0.016170,-1.861468
0.016171,-1.857764
0.016172,-1.854059
0.016173,-1.850355
0.016174,-1.846650
0.016175,-1.842944
0.016176,-1.839239
0.016177,-1.835533
0.016178,-1.831827
0.016179,-1.828121
0.016180,-1.824415
0.016181,-1.820708
0.016182,-1.817001
0.016183,-1.813293
0.016184,-1.809586
0.016185,-1.805878
0.016186,-1.802170
0.016187,-1.798462
0.016188,-1.794753
0.016189,-1.791044
0.016190,-1.787335
0.016191,-1.783626
0.016192,-1.779916
0.016193,-1.776207
0.016194,-1.772496
0.016195,-1.768786
0.016196,-1.765075
0.016197,-1.761365
0.016198,-1.757654
0.016199,-1.753942
0.016200,-1.750231
0.016201,-1.746519
0.016202,-1.742807
0.016203,-1.739094
0.016204,-1.735382
0.016205,-1.731669
0.016206,-1.727956
0.016207,-1.724242
0.016208,-1.720529
0.016209,-1.716815
0.016210,-1.713101
0.016211,-1.709387
0.016212,-1.705672
0.016213,-1.701957
0.016214,-1.698242
0.016215,-1.694527
0.016216,-1.690812
0.016217,-1.687096
0.016218,-1.683380
0.016219,-1.679664
0.016220,-1.675947
0.016221,-1.672230
0.016222,-1.668513
0.016223,-1.664796
0.016224,-1.661079
0.016225,-1.657361
0.016226,-1.653643
0.016227,-1.649925
0.016228,-1.646207
0.016229,-1.642488
0.016230,-1.638769
0.016231,-1.635050
0.016232,-1.631331
0.016233,-1.627612
0.016234,-1.623892
0.016235,-1.620172
0.016236,-1.616452
0.016237,-1.612731
0.016238,-1.609010
0.016239,-1.605290
0.016240,-1.601568
0.016241,-1.597847
0.016242,-1.594125
0.016243,-1.590404
0.016244,-1.586682
0.016245,-1.582959
0.016246,-1.579237
0.016247,-1.575514
0.016248,-1.571791
0.016249,-1.568068
0.016250,-1.564345
0.016251,-1.560621
0.016252,-1.556897
0.016253,-1.553173
0.016254,-1.549449
0.016255,-1.545724
0.016256,-1.542000
0.016257,-1.538275
0.016258,-1.534550
0.016259,-1.530824
0.016260,-1.527099
0.016261,-1.523373
0.016262,-1.519647
0.016263,-1.515921
0.016264,-1.512194
0.016265,-1.508467
0.016266,-1.504741
0.016267,-1.501014
0.016268,-1.497286
0.016269,-1.493559
0.016270,-1.489831
0.016271,-1.486103
0.016272,-1.482375
0.016273,-1.478646
0.016274,-1.474918
0.016275,-1.471189
0.016276,-1.467460
0.016277,-1.463731
0.016278,-1.460002
0.016279,-1.456272
0.016280,-1.452542
0.016281,-1.448812
0.016282,-1.445082
0.016283,-1.441351
0.016284,-1.437621
0.016285,-1.433890
0.016286,-1.430159
0.016287,-1.426428
0.016288,-1.422696
0.016289,-1.418964
0.016290,-1.415233
0.016291,-1.411500
0.016292,-1.407768
0.016293,-1.404036
0.016294,-1.400303
0.016295,-1.396570
0.016296,-1.392837
0.016297,-1.389104
0.016298,-1.385370
0.016299,-1.381637
0.016300,-1.377903
0.016301,-1.374169
0.016302,-1.370435
0.016303,-1.366700
0.016304,-1.362966
0.016305,-1.359231
0.016306,-1.355496
0.016307,-1.351760
0.016308,-1.348025
0.016309,-1.344289
0.016310,-1.340554
0.016311,-1.336818
0.016312,-1.333082
0.016313,-1.329345
0.016314,-1.325609
0.016315,-1.321872
0.016316,-1.318135
0.016317,-1.314398
0.016318,-1.310661
0.016319,-1.306923
0.016320,-1.303185
0.016321,-1.299448
0.016322,-1.295710
0.016323,-1.291971
0.016324,-1.288233
0.016325,-1.284494
0.016326,-1.280756
0.016327,-1.277017
0.016328,-1.273277
0.016329,-1.269538
0.016330,-1.265799
0.016331,-1.262059
0.016332,-1.258319
0.016333,-1.254579
0.016334,-1.250839
0.016335,-1.247098
0.016336,-1.243358
0.016337,-1.239617
0.016338,-1.235876
0.016339,-1.232135
0.016340,-1.228394
0.016341,-1.224652
0.016342,-1.220911
0.016343,-1.217169
0.016344,-1.213427
0.016345,-1.209685
0.016346,-1.205943
0.016347,-1.202200
0.016348,-1.198457
0.016349,-1.194715
0.016350,-1.190972
0.016351,-1.187228
0.016352,-1.183485
0.016353,-1.179742
0.016354,-1.175998
0.016355,-1.172254
0.016356,-1.168510
0.016357,-1.164766
0.016358,-1.161022
0.016359,-1.157277
0.016360,-1.153532
0.016361,-1.149788
0.016362,-1.146043
0.016363,-1.142297
0.016364,-1.138552
0.016365,-1.134807
0.016366,-1.131061
0.016367,-1.127315
0.016368,-1.123569
0.016369,-1.119823
0.016370,-1.116077
0.016371,-1.112330
0.016372,-1.108584
0.016373,-1.104837
0.016374,-1.101090
0.016375,-1.097343
0.016376,-1.093596
0.016377,-1.089849
0.016378,-1.086101
0.016379,-1.082353
0.016380,-1.078605
0.016381,-1.074857
0.016382,-1.071109
0.016383,-1.067361
0.016384,-1.063613
0.016385,-1.059864
0.016386,-1.056115
0.016387,-1.052366
0.016388,-1.048617
0.016389,-1.044868
0.016390,-1.041119
0.016391,-1.037369
0.016392,-1.033620
0.016393,-1.029870
0.016394,-1.026120
0.016395,-1.022370
0.016396,-1.018620
0.016397,-1.014869
0.016398,-1.011119
0.016399,-1.007368
0.016400,-1.003617
0.016401,-0.999866
0.016402,-0.996115
0.016403,-0.992364
0.016404,-0.988613
0.016405,-0.984861
0.016406,-0.981109
0.016407,-0.977358
0.016408,-0.973606
0.016409,-0.969854
0.016410,-0.966101
0.016411,-0.962349
0.016412,-0.958597
0.016413,-0.954844
0.016414,-0.951091
0.016415,-0.947338
0.016416,-0.943585
0.016417,-0.939832
0.016418,-0.936079
0.016419,-0.932325
0.016420,-0.928572
0.016421,-0.924818
0.016422,-0.921064
0.016423,-0.917310
0.016424,-0.913556
0.016425,-0.909802
0.016426,-0.906048
0.016427,-0.902293
0.016428,-0.898539
0.016429,-0.894784
0.016430,-0.891029
0.016431,-0.887274
0.016432,-0.883519
0.016433,-0.879764
0.016434,-0.876008
0.016435,-0.872253
0.016436,-0.868497
0.016437,-0.864742
0.016438,-0.860986
0.016439,-0.857230
0.016440,-0.853474
0.016441,-0.849717
0.016442,-0.845961
0.016443,-0.842205
0.016444,-0.838448
0.016445,-0.834691
0.016446,-0.830935
0.016447,-0.827178
0.016448,-0.823421
0.016449,-0.819663
0.016450,-0.815906
0.016451,-0.812149
0.016452,-0.808391
0.016453,-0.804634
0.016454,-0.800876
0.016455,-0.797118
0.016456,-0.793360
0.016457,-0.789602
0.016458,-0.785844
0.016459,-0.782085
0.016460,-0.778327
0.016461,-0.774568
0.016462,-0.770810
0.016463,-0.767051
0.016464,-0.763292
0.016465,-0.759533
0.016466,-0.755774
0.016467,-0.752015
0.016468,-0.748256
0.016469,-0.744496
0.016470,-0.740737
0.016471,-0.736977
0.016472,-0.733217
0.016473,-0.729458
0.016474,-0.725698
0.016475,-0.721938
0.016476,-0.718178
0.016477,-0.714417
0.016478,-0.710657
0.016479,-0.706897
0.016480,-0.703136
0.016481,-0.699375
0.016482,-0.695615
0.016483,-0.691854
0.016484,-0.688093
0.016485,-0.684332
0.016486,-0.680571
0.016487,-0.676810
0.016488,-0.673048
0.016489,-0.669287
0.016490,-0.665525
0.016491,-0.661764
0.016492,-0.658002
0.016493,-0.654240
0.016494,-0.650478
0.016495,-0.646716
0.016496,-0.642954
0.016497,-0.639192
0.016498,-0.635430
0.016499,-0.631668
0.016500,-0.627905
0.016501,-0.624143
0.016502,-0.620380
0.016503,-0.616617
0.016504,-0.612855
0.016505,-0.609092
0.016506,-0.605329
0.016507,-0.601566
0.016508,-0.597803
0.016509,-0.594039
0.016510,-0.590276
0.016511,-0.586513
0.016512,-0.582749
0.016513,-0.578986
0.016514,-0.575222
0.016515,-0.571458
0.016516,-0.567695
0.016517,-0.563931
0.016518,-0.560167
0.016519,-0.556403
0.016520,-0.552639
0.016521,-0.548874
0.016522,-0.545110
0.016523,-0.541346
0.016524,-0.537581
0.016525,-0.533817
0.016526,-0.530052
0.016527,-0.526288
0.016528,-0.522523
0.016529,-0.518758
0.016530,-0.514993
0.016531,-0.511228
0.016532,-0.507463
0.016533,-0.503698
0.016534,-0.499933
0.016535,-0.496168
0.016536,-0.492403
0.016537,-0.488637
0.016538,-0.484872
0.016539,-0.481106
0.016540,-0.477341
0.016541,-0.473575
0.016542,-0.469809
0.016543,-0.466043
0.016544,-0.462278
0.016545,-0.458512
0.016546,-0.454746
0.016547,-0.450980
0.016548,-0.447214
0.016549,-0.443447
0.016550,-0.439681
0.016551,-0.435915
0.016552,-0.432149
0.016553,-0.428382
0.016554,-0.424616
0.016555,-0.420849
0.016556,-0.417082
0.016557,-0.413316
0.016558,-0.409549
0.016559,-0.405782
0.016560,-0.402015
0.016561,-0.398249
0.016562,-0.394482
0.016563,-0.390715
0.016564,-0.386948
0.016565,-0.383180
0.016566,-0.379413
0.016567,-0.375646
0.016568,-0.371879
0.016569,-0.368111
0.016570,-0.364344
0.016571,-0.360577
0.016572,-0.356809
0.016573,-0.353042
0.016574,-0.349274
0.016575,-0.345506
0.016576,-0.341739
0.016577,-0.337971
0.016578,-0.334203
0.016579,-0.330435
0.016580,-0.326668
0.016581,-0.322900
0.016582,-0.319132
0.016583,-0.315364
0.016584,-0.311596
0.016585,-0.307827
0.016586,-0.304059
0.016587,-0.300291
0.016588,-0.296523
0.016589,-0.292755
0.016590,-0.288986
0.016591,-0.285218
0.016592,-0.281450
0.016593,-0.277681
0.016594,-0.273913
0.016595,-0.270144
0.016596,-0.266376
0.016597,-0.262607
0.016598,-0.258838
0.016599,-0.255070
0.016600,-0.251301
0.016601,-0.247532
0.016602,-0.243763
0.016603,-0.239995
0.016604,-0.236226
0.016605,-0.232457
0.016606,-0.228688
0.016607,-0.224919
0.016608,-0.221150
0.016609,-0.217381
0.016610,-0.213612
0.016611,-0.209843
0.016612,-0.206074
0.016613,-0.202305
0.016614,-0.198536
0.016615,-0.194766
0.016616,-0.190997
0.016617,-0.187228
0.016618,-0.183459
0.016619,-0.179689
0.016620,-0.175920
0.016621,-0.172151
0.016622,-0.168381
0.016623,-0.164612
0.016624,-0.160843
0.016625,-0.157073
0.016626,-0.153304
0.016627,-0.149534
0.016628,-0.145765
0.016629,-0.141995
0.016630,-0.138226
0.016631,-0.134456
0.016632,-0.130687
0.016633,-0.126917
0.016634,-0.123147
0.016635,-0.119378
0.016636,-0.115608
0.016637,-0.111838
0.016638,-0.108069
0.016639,-0.104299
0.016640,-0.100529
0.016641,-0.096760
0.016642,-0.092990
0.016643,-0.089220
0.016644,-0.085450
0.016645,-0.081681
0.016646,-0.077911
0.016647,-0.074141
0.016648,-0.070371
0.016649,-0.066601
0.016650,-0.062831
0.016651,-0.059062
0.016652,-0.055292
0.016653,-0.051522
0.016654,-0.047752
0.016655,-0.043982
0.016656,-0.040212
0.016657,-0.036442
0.016658,-0.032673
0.016659,-0.028903
0.016660,-0.025133
0.016661,-0.021363
0.016662,-0.017593
0.016663,-0.013823
0.016664,-0.010053
0.016665,-0.006283
0.016666,-0.002513
0.016667,0.001257
0.016668,0.005027
0.016669,0.008796
0.016670,0.012566
0.016671,0.016336
0.016672,0.020106
0.016673,0.023876
0.016674,0.027646
0.016675,0.031416
0.016676,0.035186
0.016677,0.038956
0.016678,0.042726
0.016679,0.046495
0.016680,0.050265
0.016681,0.054035
0.016682,0.057805
0.016683,0.061575
0.016684,0.065345
0.016685,0.069114
0.016686,0.072884
0.016687,0.076654
0.016688,0.080424
0.016689,0.084194
0.016690,0.087963
0.016691,0.091733
0.016692,0.095503
0.016693,0.099273
0.016694,0.103042
0.016695,0.106812
0.016696,0.110582
0.016697,0.114351
0.016698,0.118121
0.016699,0.121891
0.016700,0.125660
0.016701,0.129430
0.016702,0.133200
0.016703,0.136969
0.016704,0.140739
0.016705,0.144508
0.016706,0.148278
0.016707,0.152047
0.016708,0.155817
0.016709,0.159586
0.016710,0.163356
0.016711,0.167125
0.016712,0.170894
0.016713,0.174664
0.016714,0.178433
0.016715,0.182202
0.016716,0.185972
0.016717,0.189741
0.016718,0.193510
0.016719,0.197279
0.016720,0.201048
0.016721,0.204818
0.016722,0.208587
0.016723,0.212356
0.016724,0.216125
0.016725,0.219894
0.016726,0.223663
0.016727,0.227432
0.016728,0.231201
0.016729,0.234970
0.016730,0.238738
0.016731,0.242507
0.016732,0.246276
0.016733,0.250045
0.016734,0.253813
0.016735,0.257582
0.016736,0.261351
0.016737,0.265119
0.016738,0.268888
0.016739,0.272656
0.016740,0.276425
0.016741,0.280193
0.016742,0.283962
0.016743,0.287730
0.016744,0.291499
0.016745,0.295267
0.016746,0.299035
0.016747,0.302803
0.016748,0.306571
0.016749,0.310340
0.016750,0.314108
0.016751,0.317876
0.016752,0.321644
0.016753,0.325412
0.016754,0.329179
0.016755,0.332947
0.016756,0.336715
0.016757,0.340483
0.016758,0.344251
0.016759,0.348018
0.016760,0.351786
0.016761,0.355553
0.016762,0.359321
0.016763,0.363088
0.016764,0.366856
0.016765,0.370623
0.016766,0.374390
0.016767,0.378158
0.016768,0.381925
0.016769,0.385692
0.016770,0.389459
0.016771,0.393226
0.016772,0.396993
0.016773,0.400760
0.016774,0.404527
0.016775,0.408294
0.016776,0.412060
0.016777,0.415827
0.016778,0.419594
0.016779,0.423360
0.016780,0.427127
0.016781,0.430893
0.016782,0.434659
0.016783,0.438426
0.016784,0.442192
0.016785,0.445958
0.016786,0.449724
0.016787,0.453490
0.016788,0.457256
0.016789,0.461022
0.016790,0.464788
0.016791,0.468554
0.016792,0.472320
0.016793,0.476085
0.016794,0.479851
0.016795,0.483617
0.016796,0.487382
0.016797,0.491147
0.016798,0.494913
0.016799,0.498678
0.016800,0.502443
0.016801,0.506208
0.016802,0.509973
0.016803,0.513738
0.016804,0.517503
0.016805,0.521268
0.016806,0.525033
0.016807,0.528797
0.016808,0.532562
0.016809,0.536327
0.016810,0.540091
0.016811,0.543855
0.016812,0.547620
0.016813,0.551384
0.016814,0.555148
0.016815,0.558912
0.016816,0.562676
0.016817,0.566440
0.016818,0.570204
0.016819,0.573968
0.016820,0.577731
0.016821,0.581495
0.016822,0.585258
0.016823,0.589022
0.016824,0.592785
0.016825,0.596548
0.016826,0.600311
0.016827,0.604074
0.016828,0.607837
0.016829,0.611600
0.016830,0.615363
0.016831,0.619126
0.016832,0.622888
0.016833,0.626651
0.016834,0.630413
0.016835,0.634176
0.016836,0.637938
0.016837,0.641700
0.016838,0.645462
0.016839,0.649224
0.016840,0.652986
0.016841,0.656748
0.016842,0.660510
0.016843,0.664272
0.016844,0.668033
0.016845,0.671794
0.016846,0.675556
0.016847,0.679317
0.016848,0.683078
0.016849,0.686839
0.016850,0.690600
0.016851,0.694361
0.016852,0.698122
0.016853,0.701883
0.016854,0.705643
0.016855,0.709404
0.016856,0.713164
0.016857,0.716924
0.016858,0.720684
0.016859,0.724444
0.016860,0.728204
0.016861,0.731964
0.016862,0.735724
0.016863,0.739484
0.016864,0.743243
0.016865,0.747003
0.016866,0.750762
0.016867,0.754521
0.016868,0.758280
0.016869,0.762039
0.016870,0.765798
0.016871,0.769557
0.016872,0.773316
0.016873,0.777074
0.016874,0.780833
0.016875,0.784591
0.016876,0.788349
0.016877,0.792107
0.016878,0.795865
0.016879,0.799623
0.016880,0.803381
0.016881,0.807139
0.016882,0.810896
0.016883,0.814654
0.016884,0.818411
0.016885,0.822168
0.016886,0.825925
0.016887,0.829682
0.016888,0.833439
0.016889,0.837196
0.016890,0.840952
0.016891,0.844709
0.016892,0.848465
0.016893,0.852222
0.016894,0.855978
0.016895,0.859734
0.016896,0.863490
0.016897,0.867245
0.016898,0.871001
0.016899,0.874757
0.016900,0.878512
0.016901,0.882267
0.016902,0.886022
0.016903,0.889777
0.016904,0.893532
0.016905,0.897287
0.016906,0.901042
0.016907,0.904796
0.016908,0.908551
0.016909,0.912305
0.016910,0.916059
0.016911,0.919813
0.016912,0.923567
0.016913,0.927321
0.016914,0.931074
0.016915,0.934828
0.016916,0.938581
0.016917,0.942334
0.016918,0.946087
0.016919,0.949840
0.016920,0.953593
0.016921,0.957346
0.016922,0.961098
0.016923,0.964851
0.016924,0.968603
0.016925,0.972355
0.016926,0.976107
0.016927,0.979859
0.016928,0.983610
0.016929,0.987362
0.016930,0.991113
0.016931,0.994865
0.016932,0.998616
0.016933,1.002367
0.016934,1.006118
0.016935,1.009868
0.016936,1.013619
0.016937,1.017369
0.016938,1.021120
0.016939,1.024870
0.016940,1.028620
0.016941,1.032370
0.016942,1.036119
0.016943,1.039869
0.016944,1.043618
0.016945,1.047368
0.016946,1.051117
0.016947,1.054866
0.016948,1.058614
0.016949,1.062363
0.016950,1.066112
0.016951,1.069860
0.016952,1.073608
